"city","new_id","total_area_sqm","total_green_space_area","connectivity","tree_percent_cover","grass_shrub__percent_cover","n_plant_genera","log_n_plant_genera","landcover_type_diversity","shannon_diversity","proportion_landscape_vegetation","proportion_landscape_open_developed","proportion_landscape_medhigh_developed","proportion_landscape_woody","proportion_landscape_grassherb"
"Atlanta",62,98916.20687,95109.37361,-0.123862953,82.19870191,13.95275458,0,0,10,1.19944385735307,0.113694265724559,0.317231869533072,0.200611737384446,0.106860010803901,0.00683425492065792
"Atlanta",63,225711.5419,202235.0192,-0.032934674,76.24162704,13.35725545,4,1.6094379124341,12,1.08135033658222,0.0816725598841773,0.370219722431284,0.170047665317342,0.0714625895310858,0.00915652474325661
"Atlanta",64,196857.7288,183284.6652,-0.049464999,75.75520507,17.34993554,15,2.77258872223978,10,0.719795337419424,0.00705997509923316,0.195919527414885,0.439983005059613,0.00701892020967704,4.10548895561138e-05
"Atlanta",65,528644.9943,441054.6491,-0.021551891,72.32391516,11.10724448,72,4.29045944114839,7,0.732687427569283,0.00768275211654632,0.153389675497695,0.542665510126882,0.00768275211654632,0
"Atlanta",66,68205.67407,58484.57059,-0.070948974,58.89688491,26.85048346,0,0,12,1.31737975139118,0.138576509171711,0.284463822983176,0.260982045413151,0.0876473322819371,0.0488169176887368
"Atlanta",67,235603.2767,226008.7505,-0.015875292,50.97813537,44.94954173,122,4.81218435537242,7,0.887537426468352,0.0390151526704401,0.400002640671475,0.216183316697091,0.0390151526704401,0
"Atlanta",68,27185.10526,20190.85254,-0.028356534,26.02503826,48.24670852,0,0,8,0.787899901010695,0.0149914485288015,0.400894965713008,0.198572112402527,0.0149914485288015,0
"Atlanta",69,69469.25152,67047.65886,-0.098683134,77.94478517,18.56936661,0,0,14,1.60693917597231,0.345543655025912,0.239281463281674,0.173178978456334,0.342771981738164,0.00271076560736931
"Atlanta",70,67.24062115,0.1,-0.04285283,0,0,0,0,13,1.3671506255005,0.2510645772997,0.446351195491076,0.0495301782879936,0.23582599669908,0.0138144141893467
"Atlanta",71,252.4469191,119.6221063,-0.06610166,47.38505295,0,0,0,9,1.45373707792496,0.357094984886047,0.356648208598411,0.0455090635832289,0.357094984886047,0
"Atlanta",72,42330.74105,37912.84665,-0.058394144,60.47854207,29.08484782,0,0,10,1.42721433827796,0.269435391551551,0.312295851439364,0.132375512608284,0.26748164711035,0.00195374444120124
"Atlanta",73,719.6268514,701.8217199,-0.055021578,52.57597691,44.94980586,0,0,11,1.4727475324278,0.365513990042598,0.389738582072835,0.0328477916418345,0.362893686907469,0.00262030313512913
"Atlanta",74,563.752318,299.9418825,-0.058379152,53.20454975,0,0,0,10,1.24233579600034,0.188118943540986,0.48486947361948,0.0649663363009206,0.183128894211548,0.00499004932943798
"Atlanta",75,379.0297055,187.7024764,-0.055155436,26.74965678,22.77218115,0,0,11,1.23303314915367,0.170076257639577,0.469294016014005,0.106362171669558,0.165060647545136,0.00501561009444155
"Atlanta",76,43749.7369,43710.42015,-0.0659316,98.94695019,0.963182424,0,0,10,1.35920657958078,0.174400971575299,0.304964478572044,0.237431312444172,0.174383244794212,1.77267810870537e-05
"Atlanta",77,181.2410244,129.8163347,-0.076339405,71.62635233,0,0,0,9,1.25818265615074,0.159404594343494,0.375718020102714,0.165071385810297,0.159404594343494,0
"Atlanta",78,18162.82269,13390.27986,-0.019378334,27.57715595,46.14640615,0,0,4,0.547135740579014,0,0.0675856482211604,0.714353293137926,0,0
"Atlanta",79,484.3946468,329.6860665,-0.020273813,55.41137331,12.65008622,0,0,4,0.456401870688024,0,0.0386741952812236,0.772939413005583,0,0
"Atlanta",80,25378.20133,23951.13412,-0.028275416,46.70743116,47.6693681,3,1.38629436111989,7,0.705394145084361,0.00776289940390318,0.154277406348661,0.494774315072488,0.00776289940390318,0
"Atlanta",81,770.7735544,749.4612327,-0.029096282,44.70299293,52.5319509,0,0,7,0.665100503853385,0.00565915080200123,0.117673261756326,0.570305630875318,0.00565915080200123,0
"Atlanta",82,42785.285,37186.94803,-0.025362468,22.07407119,64.84120361,0,0,7,0.693750878783751,0.00729904288617209,0.122262794879438,0.567500089660372,0.00729904288617209,0
"Atlanta",83,14641.22677,9428.008209,-0.022333921,38.62611475,25.76745249,1,0.693147180559945,4,0.625870630457994,0,0.159956260597126,0.498066536802115,0,0
"Atlanta",84,9744.404033,8262.530663,-0.019607548,65.39133311,19.40123743,6,1.94591014905531,4,0.592834979777294,0,0.117486281878241,0.580218350981771,0,0
"Atlanta",85,7560.927344,7460.354839,-0.019477328,98.66983903,0,1,0.693147180559945,4,0.602069961540077,0,0.12510522013859,0.568466909979999,0,0
"Atlanta",86,1127.912438,1078.985268,-0.020067643,95.66214818,0,0,0,4,0.582163057127977,0,0.108633230165738,0.596010876866798,0,0
"Atlanta",87,901.5340034,861.6111379,-0.020065976,90.56755123,5.004122679,0,0,4,0.582320065539025,0,0.110034482005386,0.591038686171645,0,0
"Atlanta",88,458.928936,87.20394969,-0.019787811,9.968165818,9.033457931,0,0,6,0.725438341778622,0.00590830402764075,0.242574903787875,0.397011692155832,0.00590830402764075,0
"Atlanta",89,8113.469409,8066.489854,-0.02107897,59.87194744,39.54902092,0,0,7,0.782610942971725,0.012926584120177,0.336674014897478,0.297047535043521,0.012926584120177,0
"Atlanta",90,19871.57864,19571.57864,-0.028343468,88.42561035,10.06469581,9,2.30258509299405,7,0.893604035474861,0.0468746997700761,0.464126814230368,0.156383718696594,0.0468746997700761,0
"Atlanta",91,92003.30242,88415.22171,-0.015830012,42.73062843,53.36942384,8,2.19722457733622,7,0.841850612725297,0.0224317697521059,0.33389256034202,0.311494795634503,0.0224317697521059,0
"Atlanta",92,21231.23765,20533.24714,-0.016011656,50.12855977,46.58387631,3,1.38629436111989,7,0.83413788492643,0.0218017809909897,0.369111975377299,0.272079280865096,0.0218017809909897,0
"Atlanta",93,14161.6659,13595.46916,-0.016867638,58.43375611,37.56814968,4,1.6094379124341,7,0.881496113335326,0.0358375268140796,0.399018531906442,0.233804864218086,0.0358375268140796,0
"Atlanta",94,16490.66278,15752.08397,-0.022214488,90.9665407,4.554689622,11,2.484906649788,7,0.89864927374109,0.0489816760504945,0.467670610099063,0.179025600738005,0.0489816760504945,0
"Atlanta",95,6731.797314,6681.623186,-0.019450347,36.09884936,63.15582029,0,0,4,0.632975265217543,0,0.153527862637665,0.532369070347665,0,0
"Atlanta",96,27368.49994,23836.11473,-0.019049472,56.8335037,30.2597414,1,0.693147180559945,4,0.635154990916922,0,0.158899926012214,0.520497228527952,0,0
"Atlanta",97,20768.28527,20501.707,-0.019260293,58.52768555,40.18873101,3,1.38629436111989,4,0.637883263277688,0,0.159876638217611,0.523213643177098,0,0
"Atlanta",98,990.1073259,932.7644315,-0.020506586,84.12246277,10.08595354,0,0,4,0.634150482961421,0,0.160064128888393,0.514898754982401,0,0
"Atlanta",99,19021.54217,18090.81285,-0.017102195,64.23940665,30.86756567,1,0.693147180559945,5,0.636451714101986,0.00014840619912011,0.160158272118065,0.513880334497689,0.00014840619912011,0
"Atlanta",100,6562.72507,6459.354425,-0.014851845,87.03058855,11.39429374,0,0,6,0.653448416491471,0.000976778924761326,0.176412916107297,0.479013371841131,0.000976778924761326,0
"Atlanta",101,1352.43673,1035.612363,-0.017345594,62.68614368,13.88766856,0,0,7,0.769677766210971,0.0104408045529958,0.280545160015875,0.358154577717364,0.0104408045529958,0
"Atlanta",102,15704.75573,13274.32338,-0.014982593,59.78217791,24.74204903,2,1.09861228866811,7,0.772111614542455,0.0103224949993942,0.268697155122409,0.37940033725836,0.0103224949993942,0
"Atlanta",103,3811.670548,3719.844673,-0.015286039,72.94078645,24.6501419,0,0,7,0.664217131723097,0.00123099264602426,0.188156518656504,0.463307787490008,0.00123099264602426,0
"Atlanta",104,62389.02459,60343.24179,-0.013900667,72.47728126,24.24364392,3,1.38629436111989,8,0.690027561064322,0.00159459356066873,0.228595900926812,0.422716800819444,0.00159459356066873,0
"Atlanta",105,14718.75129,13045.83423,-0.014820772,68.13826232,20.49584779,1,0.693147180559945,7,0.777701797689429,0.0110226160745673,0.274904839094977,0.371692744099058,0.0110226160745673,0
"Atlanta",106,332.0746877,313.5985531,-0.01779148,40.11392619,54.32222469,0,0,7,0.804393227880009,0.0152993893634695,0.311733940379254,0.324118677625962,0.0152993893634695,0
"Atlanta",107,6477.296822,5412.211169,-0.018521855,65.32714329,18.22949026,2,1.09861228866811,7,0.872447781099634,0.0319466168696081,0.381560351278578,0.254729510572514,0.0319466168696081,0
"Atlanta",108,17070.7056,13858.05847,-0.019760925,43.93337872,37.24697079,5,1.79175946922805,7,0.905267870280049,0.0428481168936641,0.392697426770927,0.23840474382595,0.0428481168936641,0
"Atlanta",109,15071.68917,13555.255,-0.014800578,48.58780646,41.35071903,0,0,7,0.676640038020011,0.00129104977192788,0.211884732811523,0.430103336245447,0.00129104977192788,0
"Atlanta",110,25441.85076,24011.66368,-0.014560978,47.45698169,46.92162268,2,1.09861228866811,7,0.682996417786504,0.00128165601086998,0.225122593567527,0.41641134685661,0.00128165601086998,0
"Atlanta",111,7168.909087,7085.580615,-0.02684326,98.83764083,0,0,0,9,0.73869653532764,0.0191522536167589,0.549709948318811,0.191907489661765,0.0191522536167589,0
"Atlanta",112,4458.829077,4424.972091,-0.029336589,98.05928529,1.181390096,0,0,9,0.738824538814006,0.0162398727157209,0.500716881809128,0.253809019326003,0.0162398727157209,0
"Atlanta",113,2955.788818,2830.731536,-0.027120201,83.56588101,12.20319151,1,0.693147180559945,9,0.734414503300198,0.0199488738839345,0.580005659061605,0.152794048335076,0.0199488738839345,0
"Atlanta",114,2474.877461,2372.874337,-0.029800951,88.54045861,7.337999005,0,0,9,0.745386813181671,0.0192244865393063,0.526294418505194,0.222308915377607,0.0192244865393063,0
"Atlanta",115,17349.41573,17349.41573,-0.030428721,99.98894573,0.011054268,0,0,9,0.734375318313084,0.0167728989299283,0.551655276629735,0.176226685276987,0.0167728989299283,0
"Atlanta",116,10434.9372,10434.9372,-0.029089361,100,0,0,0,9,0.730855971906754,0.0167171198772319,0.555544436292093,0.175774689714013,0.0167171198772319,0
"Atlanta",117,6742.146274,6738.366042,-0.028664569,99.94347135,0.000459991,0,0,9,0.73145250001187,0.0178094258713965,0.567133790862396,0.163395345111905,0.0178094258713965,0
"Atlanta",118,144.8690651,144.0324483,-0.045219405,99.42250145,0,0,0,8,0.808090785442559,0.0454529997955919,0.616294211880568,0.111559619304951,0.0454529997955919,0
"Atlanta",119,8038.13369,7911.491081,-0.031380958,97.18040757,1.244069878,0,0,9,0.758923995901425,0.0086102195288407,0.343587917725504,0.397885497884907,0.0086102195288407,0
"Atlanta",120,6331.17556,6331.17556,-0.031349578,100,0,0,0,9,0.76240814866434,0.0101907009461606,0.370486532840186,0.369466219892615,0.0101907009461606,0
"Atlanta",121,21482.6619,21437.28196,-0.032131824,99.78832858,0.000431623,0,0,9,0.779849389060501,0.0139164161534124,0.397690208767843,0.335218014327139,0.0139164161534124,0
"Atlanta",122,5147.325131,4991.028915,-0.037762436,90.05432839,6.909216508,0,0,9,0.779471842528363,0.0118194538029459,0.361777717612808,0.37294049117847,0.0118194538029459,0
"Atlanta",123,2354.891301,2341.038683,-0.035293451,90.04753831,9.364212956,0,0,8,0.742119351287285,0.00560328091386834,0.307263808882878,0.432494358554895,0.00560328091386834,0
"Atlanta",124,220.5295771,216.4100628,-0.033970868,98.13199011,0,0,0,9,0.772625610301171,0.0167415601336206,0.463210607393583,0.260710145582424,0.0167415601336206,0
"Atlanta",125,75.41399002,34.81090814,-0.038046799,46.15974852,0,0,0,9,0.80694699164101,0.0230207923518636,0.449432299456611,0.280973929686223,0.0230207923518636,0
"Atlanta",126,1654.637131,1651.396126,-0.05519599,92.21733584,7.586790099,0,0,7,0.77130578223635,0.038188799015686,0.660850525310224,0.060052618331625,0.038188799015686,0
"Atlanta",127,633.198072,633.198072,-0.070957842,83.30584694,16.69415306,0,0,7,0.80702936844194,0.0485648402914796,0.652476797062462,0.0635794241884683,0.0485648402914796,0
"Atlanta",128,74.00411763,32.5774163,-0.109311598,0,44.02108605,0,0,7,0.861701210273594,0.0527876890626611,0.590281457947802,0.100989637730578,0.0527876890626611,0
"Atlanta",129,67.52537513,0.1,-0.109297132,0,0,0,0,9,0.870242089164453,0.0547525440621574,0.588370773986096,0.101221653760451,0.0544312646527088,0.000321279409448609
"Atlanta",130,30411.33596,26952.78786,-0.029180317,53.58818577,35.03925201,11,2.484906649788,9,0.747179460792563,0.00589616997923861,0.324931168614985,0.415088288331512,0.00589616997923861,0
"Atlanta",131,44333.15203,44237.42943,-0.032293541,99.78408347,0,7,2.07944154167984,8,0.748478849765467,0.00672213548182694,0.326658892444767,0.433066920308525,0.00672213548182694,0
"Atlanta",132,184.7633896,160.4461407,-0.03299463,3.79789917,83.04080904,0,0,8,0.746505830569137,0.00516993996469583,0.292757073619084,0.459646008908322,0.00516993996469583,0
"Atlanta",133,8928.099367,8925.669068,-0.031381273,99.97277922,0,14,2.70805020110221,8,0.739180561294044,0.00582768364304459,0.331752657874963,0.428158107871118,0.00582768364304459,0
"Atlanta",134,1135.792938,939.738246,-0.043216969,54.23089397,28.50762415,0,0,8,0.777647753604119,0.0180180238753958,0.452131294892577,0.275785914564629,0.0180180238753958,0
"Atlanta",135,130.5050578,0.1,-0.038140214,0,0,0,0,8,0.692484091557766,0.00480274481544565,0.444042260013149,0.310928464822243,0.00480274481544565,0
"Atlanta",136,217.2572713,191.7789921,-0.015234851,88.27276111,0,0,0,8,0.766721571621591,0.0102605626838399,0.345858798878348,0.240604907749273,0.0102605626838399,0
"Atlanta",137,97.29962572,42.06623435,-0.015266837,43.23370623,0,0,0,8,0.723253328496159,0.00479989852492576,0.312628711522725,0.279377948194189,0.00479989852492576,0
"Atlanta",138,3728.070836,3725.52775,-0.015579994,91.88472807,8.047057397,1,0.693147180559945,8,0.894323675757328,0.0343700177772563,0.381709454801407,0.185054250863441,0.0343700177772563,0
"Atlanta",139,22280.761,22190.92737,-0.017477854,92.41572747,7.181083266,17,2.89037175789616,8,0.90654392604448,0.0360731030673031,0.383369374130727,0.204799813692179,0.0360731030673031,0
"Atlanta",140,11978.54496,11978.54496,-0.015937565,100,0,12,2.56494935746154,8,0.905259143449243,0.036542194617283,0.380992581693003,0.191862449201202,0.036542194617283,0
"Atlanta",141,192.3442677,94.07062083,-0.019809244,48.90742104,0,0,0,8,0.916228847998822,0.0401220580432301,0.409295499000539,0.164575484627604,0.0401220580432301,0
"Atlanta",142,80.63919619,0.1,-0.023539406,0,0,0,0,8,0.903589616900609,0.033595256299456,0.357011862685825,0.250025931680962,0.033595256299456,0
"Atlanta",143,194.6091687,149.877221,-0.024214484,77.01447056,0,0,0,8,0.888778492715241,0.0262454387295276,0.306843025257572,0.351066355792668,0.0262454387295276,0
"Atlanta",144,6314.969508,6127.568549,-0.015523069,97.03243288,0,2,1.09861228866811,9,0.876474941011486,0.0266267507412403,0.331461737930362,0.28634152884828,0.0266267507412403,0
"Atlanta",145,496.1759528,476.2849938,-0.014601365,73.80735703,22.1837911,0,0,9,0.871023217802967,0.0280292428520649,0.352754328428273,0.229121427350456,0.0280292428520649,0
"Atlanta",146,505.2980889,319.3842202,-0.013980782,63.20709048,0,0,0,9,0.868276072581568,0.0282873541784372,0.364978571922124,0.206461311474479,0.0282873541784372,0
"Atlanta",147,10869.13134,10867.31289,-0.013417582,97.86835579,2.114913786,0,0,9,0.861664520664185,0.0269411309689362,0.358857047391541,0.209393814070458,0.0269411309689362,0
"Atlanta",148,1643.472465,1299.795204,-0.015990042,50.90567368,28.18267322,0,0,9,0.818976802067259,0.0165722251448282,0.308746530417748,0.313657491775117,0.0165722251448282,0
"Atlanta",149,25331.60067,25261.727,-0.010916496,98.93463632,0.789527684,3,1.38629436111989,8,0.719958075377834,0.00480336117362169,0.301110598945037,0.279037802143483,0.00480336117362169,0
"Atlanta",150,12614.08495,11876.80233,-0.012573736,83.97941117,10.17567319,1,0.693147180559945,7,0.715664628312567,0.00466432865048326,0.284715213302033,0.304808421843257,0.00466432865048326,0
"Atlanta",151,170.6295649,0.1,-0.012268967,0,0,0,0,9,0.706045856555617,0.00339505860575716,0.299722066133753,0.261198324411589,0.00339505860575716,0
"Atlanta",152,159.9250077,94.11786592,-0.01227368,58.85124991,0,0,0,8,0.699890379402387,0.00305249486603434,0.272746198728038,0.308670499806103,0.00305249486603434,0
"Atlanta",153,87.79686068,0.328690675,-0.021019721,0.374376342,0,0,0,8,0.782318851475814,0.00996337882065517,0.268048221566115,0.415498234678452,0.00996337882065517,0
"Atlanta",154,92.53399763,92.53399763,-0.020556406,100,0,0,0,9,0.8004472392584,0.0122499577836278,0.272406686890782,0.405692029309281,0.0122499577836278,0
"Atlanta",155,178.4606852,178.4606852,-0.020404621,100,0,0,0,9,0.834030722113605,0.0167769466541002,0.281070879916825,0.386458246215697,0.0167769466541002,0
