id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
209698846,2024-04-26 11:14:52-07:00,2024-04-26,2024-04-26 18:14:52 UTC,Pacific Time (US & Canada),7792277,matthew_08,,2024-04-26 18:16:03 UTC,2024-05-04 22:33:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209698846,https://inaturalist-open-data.s3.amazonaws.com/photos/371031722/medium.jpg,,"","",2,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8398252211,-118.1956068122,25,,,,25,,,false,,,,Los Angeles,California,United States,Phoebis,Phoebis,,Insecta,48551
209699011,2024-04-26 09:06:37-07:00,2024-04-26,2024-04-26 16:06:37 UTC,Pacific Time (US & Canada),7664199,drecendez,,2024-04-26 18:16:26 UTC,2024-04-26 18:21:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209699011,https://inaturalist-open-data.s3.amazonaws.com/photos/371031995/medium.jpg,,"","",1,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.83903,-118.1951216667,4,,,,4,,,false,,,,Los Angeles,California,United States,Small White,Pieris rapae,Cabbage White,Insecta,55626
209705505,2024-04-26 11:28:49-07:00,2024-04-26,2024-04-26 18:28:49 UTC,Pacific Time (US & Canada),7243817,lizeth11440,lizeth nunez,2024-04-26 18:28:59 UTC,2024-04-27 21:23:16 UTC,research,,https://www.inaturalist.org/observations/209705505,https://static.inaturalist.org/photos/371042806/medium.jpg,,"","",2,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8390813163,-118.1952004508,4,,,,4,,open,false,,,,Los Angeles,California,United States,"",Papilio zelicaon,Anise Swallowtail,Insecta,51097
209705933,2024-04-26 11:29:17-07:00,2024-04-26,2024-04-26 18:29:17 UTC,Pacific Time (US & Canada),7243817,lizeth11440,lizeth nunez,2024-04-26 18:29:39 UTC,2024-04-26 18:30:29 UTC,research,,https://www.inaturalist.org/observations/209705933,https://static.inaturalist.org/photos/371043358/medium.jpg,,"","",1,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8390293485,-118.1952042227,3,,,,3,,open,false,,,,Los Angeles,California,United States,Anise Swallowtail,Papilio zelicaon,Anise Swallowtail,Insecta,51097
209706902,2024-04-26 11:31:48-07:00,2024-04-26,2024-04-26 18:31:48 UTC,Pacific Time (US & Canada),7243817,lizeth11440,lizeth nunez,2024-04-26 18:31:50 UTC,2024-04-27 22:10:20 UTC,needs_id,,https://www.inaturalist.org/observations/209706902,https://static.inaturalist.org/photos/371045115/medium.jpg,,"","",0,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.839083747,-118.1951657497,4,,,,4,,,false,,,,Los Angeles,California,United States,"",Lepidoptera,Butterflies and Moths,Insecta,47157
209710881,2024-04-26 10:55:33-07:00,2024-04-26,2024-04-26 17:55:33 UTC,Pacific Time (US & Canada),5318344,celdridge44,,2024-04-26 18:39:09 UTC,2024-04-26 18:57:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209710881,https://inaturalist-open-data.s3.amazonaws.com/photos/371051460/medium.jpg,,"","",1,0,false,3,"Loch Lomond Dr, Whittier, CA, US",33.9811497764,-118.0589723708,9,,,,9,,,false,,,,Los Angeles,California,United States,Cabbage White,Pieris rapae,Cabbage White,Insecta,55626
209721342,2024-04-26 11:59:58-07:00,2024-04-26,2024-04-26 18:59:58 UTC,Pacific Time (US & Canada),7993345,jaypresasdavis,p0ck3t -s1z3d (pocket!!),2024-04-26 19:00:31 UTC,2024-04-30 03:12:14 UTC,needs_id,,https://www.inaturalist.org/observations/209721342,https://static.inaturalist.org/photos/371068191/medium.jpg,,"","",2,0,false,3,"Griffith Park, Los Angeles, CA, US",34.145070822,-118.2845172567,4,,,,4,,,false,,,,Los Angeles,California,United States,Tiger Moths,Arctiini,Tiger Moths,Insecta,82089
209721871,2024-04-26 10:32:09-07:00,2024-04-26,2024-04-26 17:32:09 UTC,Pacific Time (US & Canada),4854492,karmrissa,,2024-04-26 19:01:40 UTC,2024-04-26 19:30:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209721871,https://inaturalist-open-data.s3.amazonaws.com/photos/371069783/medium.jpg,,"","",2,0,false,3,"California Ave, Long Beach, CA, US",33.8068716667,-118.1797866667,35,,,,35,,,false,,,,Los Angeles,California,United States,Plusiine Looper Moths,Plusiinae,Plusiine Looper Moths,Insecta,122455
209724543,2024-04-26 12:06:56-07:00,2024-04-26,2024-04-26 19:06:56 UTC,Pacific Time (US & Canada),8005495,ginasattui,,2024-04-26 19:07:01 UTC,2024-05-08 22:04:24 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209724543,https://inaturalist-open-data.s3.amazonaws.com/photos/371073275/medium.jpg,,"","",1,0,false,3,"W Paseo del Mar, Los Angeles, CA, US",33.7188751961,-118.3180775154,432,,,,432,,,false,,,,Los Angeles,California,United States,Apantesis,Apantesis,,Insecta,119861
209750681,2024-04-26 12:13:49-07:00,2024-04-26,2024-04-26 19:13:49 UTC,Pacific Time (US & Canada),72116,lorenabanuelos1,Lorena Bañuelos,2024-04-26 19:52:41 UTC,2024-04-27 16:13:34 UTC,research,,https://www.inaturalist.org/observations/209750681,https://static.inaturalist.org/photos/371114418/medium.jpg,,"","",3,0,false,3,"Los Angeles County, US-CA, US",33.9480379585,-118.1294431581,15,,,,28902,obscured,open,true,,,,Los Angeles,California,United States,Mourning Cloak,Nymphalis antiopa,Mourning Cloak,Insecta,56832
209752353,2024-04-26 12:49:23-07:00,2024-04-26,2024-04-26 19:49:23 UTC,Pacific Time (US & Canada),8054527,kscuglik,,2024-04-26 19:54:57 UTC,2024-04-27 16:13:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209752353,https://inaturalist-open-data.s3.amazonaws.com/photos/371116722/medium.jpg,,"",Chrysalis ,2,0,false,3,"Reynier Ave, Los Angeles, CA, US",34.0362166,-118.3859588,462,,,,462,,open,false,,,,Los Angeles,California,United States,Mourning Cloak,Nymphalis antiopa,Mourning Cloak,Insecta,56832
209758881,2024-04-26 13:03:49-07:00,2024-04-26,2024-04-26 20:03:49 UTC,Pacific Time (US & Canada),8029102,ian73562,Ian McCurry,2024-04-26 20:05:46 UTC,2024-04-27 00:19:52 UTC,needs_id,,https://www.inaturalist.org/observations/209758881,https://static.inaturalist.org/photos/371318670/medium.jpg,,"","",0,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8394283333,-118.195525,6,,,,6,,,false,,,,Los Angeles,California,United States,"",Lepidoptera,Butterflies and Moths,Insecta,47157
209759381,2024-04-26 13:05:02,2024-04-26,2024-04-26 20:05:02 UTC,Pacific Time (US & Canada),8033603,msbolanos,,2024-04-26 20:06:38 UTC,2024-04-26 20:11:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209759381,https://inaturalist-open-data.s3.amazonaws.com/photos/371129813/medium.jpeg,,"",White butterfly in orange flowers,2,0,false,2,"Los Cerritos, Long Beach, CA, USA",33.83997981,-118.1957755,9,,,,9,,,false,,,,Los Angeles,California,United States,Small White,Pieris rapae,Cabbage White,Insecta,55626
209759769,2024-04-26 12:10:09-07:00,2024-04-26,2024-04-26 19:10:09 UTC,Pacific Time (US & Canada),4059141,outdoorzee_,Zee Zetino (they/them),2024-04-26 20:07:22 UTC,2024-04-27 18:45:50 UTC,research,,https://www.inaturalist.org/observations/209759769,https://static.inaturalist.org/photos/371746405/medium.jpg,,"","",1,0,false,3,"Los Angeles County, US-CA, US",34.3800807645,-118.464570631,23,,,,23,,,false,,,,Los Angeles,California,United States,California Sister,Adelpha californica,California Sister,Insecta,67560
209759784,2024-04-26 09:24:56-07:00,2024-04-26,2024-04-26 16:24:56 UTC,Pacific Time (US & Canada),5333427,lizbeth_g,Lizbeth G,2024-04-26 20:07:23 UTC,2024-04-26 22:26:42 UTC,research,,https://www.inaturalist.org/observations/209759784,https://static.inaturalist.org/photos/371128066/medium.jpg,,"","",2,0,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.2207366667,-118.184905,3,,,,3,,,false,,,La Canada Flintridge,Los Angeles,California,United States,Pale Swallowtail,Papilio eurymedon,Pale Swallowtail,Insecta,55521
209760338,2024-04-26 13:08:01,2024-04-26,2024-04-26 20:08:01 UTC,Pacific Time (US & Canada),4833074,david_romero1,David Romero,2024-04-26 20:08:27 UTC,2024-04-27 16:10:14 UTC,research,,https://www.inaturalist.org/observations/209760338,https://static.inaturalist.org/photos/371129063/medium.jpeg,,"",,3,0,false,2,"Calabasas, CA, USA",34.13644871,-118.64086761,7,,,,7,,open,false,,,,Los Angeles,California,United States,Mourning Cloak,Nymphalis antiopa,Mourning Cloak,Insecta,56832
209763184,2024-04-26 13:13:15-07:00,2024-04-26,2024-04-26 20:13:15 UTC,Pacific Time (US & Canada),8005838,sandradi905,,2024-04-26 20:13:23 UTC,2024-04-26 20:14:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209763184,https://inaturalist-open-data.s3.amazonaws.com/photos/371134331/medium.jpg,,"","",0,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8394684037,-118.1948857658,39,,,,39,,,false,,,,Los Angeles,California,United States,"",Hesperiinae,Grass Skippers,Insecta,122493
209765258,2024-04-26 13:16:27-07:00,2024-04-26,2024-04-26 20:16:27 UTC,Pacific Time (US & Canada),8005876,themultidimensionalmami,Danellia Arechiga,2024-04-26 20:16:49 UTC,2024-04-26 20:41:31 UTC,research,,https://www.inaturalist.org/observations/209765258,https://static.inaturalist.org/photos/371137770/medium.jpg,,"","",1,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8390712161,-118.1952012052,4,,,,4,,open,false,,,,Los Angeles,California,United States,Anise Swallowtail,Papilio zelicaon,Anise Swallowtail,Insecta,51097
209765555,2024-04-26 13:17:08-07:00,2024-04-26,2024-04-26 20:17:08 UTC,Pacific Time (US & Canada),8005876,themultidimensionalmami,Danellia Arechiga,2024-04-26 20:17:14 UTC,2024-04-26 20:41:43 UTC,research,,https://www.inaturalist.org/observations/209765555,https://static.inaturalist.org/photos/371138062/medium.jpg,,"","",1,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8390551228,-118.1951901411,4,,,,4,,open,false,,,,Los Angeles,California,United States,Anise Swallowtail,Papilio zelicaon,Anise Swallowtail,Insecta,51097
209765761,2024-04-26 09:04:52-07:00,2024-04-26,2024-04-26 16:04:52 UTC,Pacific Time (US & Canada),7664199,drecendez,,2024-04-26 20:17:29 UTC,2024-04-27 17:19:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209765761,https://inaturalist-open-data.s3.amazonaws.com/photos/371180658/medium.jpg,,"","",2,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8390666667,-118.1951533333,3,,,,3,,open,false,,,,Los Angeles,California,United States,Anise Swallowtail,Papilio zelicaon,Anise Swallowtail,Insecta,51097
209766254,2024-04-26 13:17:54-07:00,2024-04-26,2024-04-26 20:17:54 UTC,Pacific Time (US & Canada),8005876,themultidimensionalmami,Danellia Arechiga,2024-04-26 20:18:19 UTC,2024-04-27 02:24:32 UTC,research,,https://www.inaturalist.org/observations/209766254,https://static.inaturalist.org/photos/371139177/medium.jpg,,"","",2,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8390519875,-118.1951891155,4,,,,4,,open,false,,,,Los Angeles,California,United States,Anise Swallowtail,Papilio zelicaon,Anise Swallowtail,Insecta,51097
209766582,2024-04-26 13:18:47-07:00,2024-04-26,2024-04-26 20:18:47 UTC,Pacific Time (US & Canada),8005876,themultidimensionalmami,Danellia Arechiga,2024-04-26 20:18:52 UTC,2024-04-27 02:24:31 UTC,research,,https://www.inaturalist.org/observations/209766582,https://static.inaturalist.org/photos/371139801/medium.jpg,,"","",2,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8390769996,-118.195194332,4,,,,4,,open,false,,,,Los Angeles,California,United States,Anise Swallowtail,Papilio zelicaon,Anise Swallowtail,Insecta,51097
209767158,2024-04-26 13:18:57,2024-04-26,2024-04-26 20:18:57 UTC,Pacific Time (US & Canada),8033603,msbolanos,,2024-04-26 20:19:55 UTC,2024-04-28 04:12:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209767158,https://inaturalist-open-data.s3.amazonaws.com/photos/371140972/medium.jpeg,,"",Orange butterfly by the bushes ,2,0,false,2,"Los Cerritos, Long Beach, CA, USA",33.8397828,-118.19555678,5,,,,5,,open,false,,,,Los Angeles,California,United States,Gulf Fritillary,Dione vanillae,Gulf Fritillary,Insecta,49150
209767860,2024-04-26 13:20:48,2024-04-26,2024-04-26 20:20:48 UTC,Pacific Time (US & Canada),8033603,msbolanos,,2024-04-26 20:21:12 UTC,2024-04-26 20:23:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209767860,https://inaturalist-open-data.s3.amazonaws.com/photos/371142154/medium.jpeg,,"",Small butterfly on small flowers,0,0,false,2,"Los Cerritos, Long Beach, CA, USA",33.83980641,-118.19549458,3,,,,3,,,false,,,,Los Angeles,California,United States,,Hesperiinae,Grass Skippers,Insecta,122493
209768772,2024-04-26 13:22:38-07:00,2024-04-26,2024-04-26 20:22:38 UTC,Pacific Time (US & Canada),8029128,alex20235,Alex Rosas,2024-04-26 20:22:46 UTC,2024-05-04 22:12:26 UTC,research,,https://www.inaturalist.org/observations/209768772,https://static.inaturalist.org/photos/371143546/medium.jpg,,"","",2,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8392733334,-118.1954375668,20,,,,20,,,false,,,,Los Angeles,California,United States,Mournful Duskywing,Erynnis tristis,Mournful Duskywing,Insecta,59189
209769086,2024-04-26 13:23:16-07:00,2024-04-26,2024-04-26 20:23:16 UTC,Pacific Time (US & Canada),8029128,alex20235,Alex Rosas,2024-04-26 20:23:25 UTC,2024-05-03 18:24:50 UTC,research,,https://www.inaturalist.org/observations/209769086,https://static.inaturalist.org/photos/371144131/medium.jpg,,"","",2,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.839258265,-118.1954754422,15,,,,15,,,false,,,,Los Angeles,California,United States,Small White,Pieris rapae,Cabbage White,Insecta,55626
209770339,2024-04-26 13:25:13-07:00,2024-04-26,2024-04-26 20:25:13 UTC,Pacific Time (US & Canada),8005876,themultidimensionalmami,Danellia Arechiga,2024-04-26 20:25:39 UTC,2024-05-03 18:24:37 UTC,research,,https://www.inaturalist.org/observations/209770339,https://static.inaturalist.org/photos/371148044/medium.jpg,,"","",2,0,false,3,"N Virginia Rd, Long Beach, CA, US",33.8393404428,-118.1956060511,4,,,,4,,,false,,,,Los Angeles,California,United States,Small White,Pieris rapae,Cabbage White,Insecta,55626
209776192,2024-04-26 11:49:57-07:00,2024-04-26,2024-04-26 18:49:57 UTC,Pacific Time (US & Canada),4907220,naturem1a,,2024-04-26 20:35:53 UTC,2024-04-26 22:33:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209776192,https://inaturalist-open-data.s3.amazonaws.com/photos/371156320/medium.jpg,,"","",2,0,false,3,"Los Angeles County, US-CA, US",34.0706333306,-118.444625,34,,,,34,,,false,,,,Los Angeles,California,United States,Western Eyed Sphinx,Smerinthus ophthalmica,Western Eyed Sphinx,Insecta,486567
209777611,2024-04-26 11:27:28-07:00,2024-04-26,2024-04-26 18:27:28 UTC,Pacific Time (US & Canada),4188808,patti_wong,Patti Wong,2024-04-26 20:38:32 UTC,2024-04-27 12:47:47 UTC,research,,https://www.inaturalist.org/observations/209777611,https://static.inaturalist.org/photos/371158822/medium.jpg,,"","",1,0,false,3,"Los Angeles County, US-CA, US",33.6525592958,-118.2942440891,4,,,,28930,,obscured,true,,,,Los Angeles,California,United States,Palos Verdes Blue,Glaucopsyche lygdamus palosverdesensis,Palos Verdes Blue,Insecta,236268
209780318,2024-04-26 12:14:34-07:00,2024-04-26,2024-04-26 19:14:34 UTC,Pacific Time (US & Canada),94012,pliffgrieff,Phil Liff-Grieff,2024-04-26 20:43:08 UTC,2024-04-26 21:34:01 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/209780318,https://inaturalist-open-data.s3.amazonaws.com/photos/371162754/medium.jpg,,"","",1,0,false,3,"La Cañada Flintridge, CA, US",34.20202,-118.2138366667,4,,,,4,,,false,,,La Canada Flintridge,Los Angeles,California,United States,Mournful Duskywing,Erynnis tristis,Mournful Duskywing,Insecta,59189
209780538,2024-04-26 13:42:57-07:00,2024-04-26,2024-04-26 20:42:57 UTC,Pacific Time (US & Canada),8005868,maria42470,Maria Lopez,2024-04-26 20:43:28 UTC,2024-04-27 06:11:14 UTC,research,,https://www.inaturalist.org/observations/209780538,https://static.inaturalist.org/photos/371163150/medium.jpg,,"","",2,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8390232704,-118.1951354101,4,,,,4,,open,false,,,,Los Angeles,California,United States,Anise Swallowtail,Papilio zelicaon,Anise Swallowtail,Insecta,51097
209780682,2024-04-26 13:25:40-07:00,2024-04-26,2024-04-26 20:25:40 UTC,Pacific Time (US & Canada),8011741,lgarcia6,,2024-04-26 20:43:42 UTC,2024-04-27 14:07:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209780682,https://inaturalist-open-data.s3.amazonaws.com/photos/371163338/medium.jpg,,"","",2,0,false,3,"Rancho Los Cerritos Historic Site, Long Beach, CA, US",33.8395988116,-118.1958905319,23,,,,23,,open,false,,,,Los Angeles,California,United States,Anise Swallowtail,Papilio zelicaon,Anise Swallowtail,Insecta,51097
209780933,2024-04-26 13:43:55-07:00,2024-04-26,2024-04-26 20:43:55 UTC,Pacific Time (US & Canada),8005868,maria42470,Maria Lopez,2024-04-26 20:44:08 UTC,2024-04-28 12:43:44 UTC,research,,https://www.inaturalist.org/observations/209780933,https://static.inaturalist.org/photos/371163681/medium.jpg,,"","",2,0,false,3,"Virginia Country Club, Long Beach, CA, US",33.8390879778,-118.1952033748,7,,,,7,,open,false,,,,Los Angeles,California,United States,Anise Swallowtail,Papilio zelicaon,Anise Swallowtail,Insecta,51097
